i,j,x,y
214,9,1297,342
214,10,1549,498
214,11,1443,432
214,12,1445,534
214,13,1481,614
214,14,1622,473
214,15,1533,366
214,16,1440,313
214,17,1369,255
214,18,1706,469
214,19,1736,350
214,20,1757,263
214,21,1769,172
215,1,1711,855
215,2,1573,831
215,3,1437,725
215,4,1371,620
215,5,1374,515
215,6,1465,571
215,7,1396,504
215,8,1412,580
215,9,1443,640
215,10,1523,524
215,11,1438,447
215,12,1457,547
215,13,1494,624
215,14,1602,493
215,15,1519,384
215,16,1422,346
215,17,1342,305
215,18,1696,479
215,19,1713,360
215,20,1720,275
215,21,1712,194
216,1,1706,865
216,2,1558,835
216,3,1426,731
216,4,1375,623
216,5,1381,520
216,6,1465,588
216,7,1397,507
216,8,1339,535
216,9,1295,576
216,10,1519,543
216,11,1436,474
216,12,1438,556
216,13,1464,628
216,14,1590,511
216,15,1514,409
216,16,1440,405
216,17,1384,405
216,18,1674,491
216,19,1664,377
216,20,1644,303
216,21,1614,235
217,1,1694,868
217,2,1544,832
217,3,1425,725
217,4,1383,623
217,5,1389,532
217,6,1464,598
217,7,1392,509
217,8,1335,541
217,9,1290,597
217,10,1507,562
217,11,1424,471
217,12,1360,516
217,13,1316,583
217,14,1570,532
217,15,1488,442
217,16,1413,487
217,17,1358,549
217,18,1647,504
217,19,1613,386
217,20,1564,328
217,21,1511,296
218,1,1691,863
218,2,1546,833
218,3,1421,721
218,4,1379,613
218,5,1386,528
218,6,1446,603
218,7,1368,516
218,8,1321,558
218,9,1288,621
218,10,1492,564
218,11,1408,480
218,12,1356,539
218,13,1327,615
218,14,1556,533
218,15,1472,440
218,16,1411,499
218,17,1371,575
218,18,1634,506
218,19,1593,400
218,20,1533,368
218,21,1474,366
219,1,1694,857
219,2,1549,835
219,3,1419,726
219,4,1363,621
219,5,1357,526
219,6,1449,605
219,7,1377,534
219,8,1326,554
219,9,1303,588
219,10,1497,562
219,11,1426,462
219,12,1370,510
219,13,1351,586
219,14,1556,533
219,15,1491,412
219,16,1428,450
219,17,1404,519
219,18,1627,514
219,19,1576,409
219,20,1505,404
219,21,1455,438
220,1,1680,859
220,2,1537,833
220,3,1423,730
220,4,1365,622
220,5,1343,517
220,6,1453,594
220,7,1399,460
220,8,1354,512
220,9,1356,571
220,10,1500,561
220,11,1439,408
220,12,1383,467
220,13,1390,533
220,14,1557,543
220,15,1490,402
220,16,1434,470
220,17,1443,544
220,18,1624,531
220,19,1558,424
220,20,1494,463
220,21,1481,526
221,1,1695,865
221,2,1542,828
221,3,1427,728
221,4,1370,618
221,5,1348,511
221,6,1453,597
221,7,1392,460
221,8,1361,536
221,9,1385,604
221,10,1497,566
221,11,1424,413
221,12,1385,501
221,13,1414,572
221,14,1553,548
221,15,1473,412
221,16,1430,508
221,17,1456,587
221,18,1619,537
221,19,1535,447
221,20,1476,510
221,21,1479,580
222,1,1694,881
222,2,1541,832
222,3,1429,728
222,4,1371,623
222,5,1359,512
222,6,1466,588
222,7,1396,459
222,8,1374,551
222,9,1414,618
222,10,1507,563
222,11,1424,418
222,12,1399,527
222,13,1445,594
222,14,1562,548
222,15,1466,403
222,16,1430,517
222,17,1471,595
222,18,1624,543
222,19,1507,470
222,20,1471,557
222,21,1508,622
223,1,1692,880
223,2,1527,811
223,3,1428,707
223,4,1372,606
223,5,1363,501
223,6,1510,562
223,7,1430,458
223,8,1409,543
223,9,1442,624
223,10,1551,539
223,11,1452,416
223,12,1425,513
223,13,1455,585
223,14,1596,530
223,15,1471,381
223,16,1434,490
223,17,1463,577
223,18,1630,540
223,19,1478,508
223,20,1447,588
223,21,1478,641
224,1,1702,868
224,2,1516,776
224,3,1443,666
224,4,1391,577
224,5,1364,496
224,6,1616,483
224,7,1502,374
224,8,1444,458
224,9,1457,535
224,10,1647,476
224,11,1483,366
224,12,1425,466
224,13,1451,537
224,14,1655,499
224,15,1467,429
224,16,1424,523
224,17,1459,586
224,18,1631,547
224,19,1462,529
224,20,1424,602
224,21,1452,652
225,1,1721,838
225,2,1531,752
225,3,1462,652
225,4,1406,570
225,5,1360,498
225,6,1639,461
225,7,1513,333
225,8,1436,404
225,9,1431,472
225,10,1669,468
225,11,1466,380
225,12,1419,486
225,13,1461,554
225,14,1662,505
225,15,1442,463
225,16,1424,559
225,17,1477,614
225,18,1624,554
225,19,1439,578
225,20,1419,653
225,21,1456,692
226,1,1732,833
226,2,1546,752
226,3,1473,654
226,4,1407,576
226,5,1349,513
226,6,1646,471
226,7,1516,366
226,8,1423,397
226,9,1394,448
226,10,1660,466
226,11,1495,318
226,12,1398,370
226,13,1374,446
226,14,1640,497
226,15,1426,465
226,16,1405,560
226,17,1446,620
226,18,1591,552
226,19,1412,593
226,20,1398,668
226,21,1434,708
227,1,1759,821
227,2,1678,693
227,3,1587,590
227,4,1481,533
227,5,1393,513
227,6,1661,464
227,7,1521,359
227,8,1425,378
227,9,1387,420
227,10,1651,468
227,11,1476,320
227,12,1377,352
227,13,1340,414
227,14,1618,503
227,15,1405,509
227,16,1400,600
227,17,1444,648
227,18,1566,560
227,19,1414,617
227,20,1415,687
227,21,1453,719
228,1,1762,812
228,2,1615,721
228,3,1523,623
228,4,1438,555
228,5,1365,515
228,6,1647,456
228,7,1498,369
228,8,1405,372
228,9,1343,395
228,10,1641,458
228,11,1466,326
228,12,1352,324
228,13,1278,352
228,14,1618,495
228,15,1399,516
228,16,1381,620
228,17,1408,683
228,18,1575,557
228,19,1420,620
228,20,1400,695
228,21,1417,736
229,1,1774,799
229,2,1651,697
229,3,1547,601
229,4,1437,544
229,5,1343,516
229,6,1630,449
229,7,1462,372
229,8,1360,343
229,9,1278,321
229,10,1623,456
229,11,1434,349
229,12,1310,320
229,13,1216,310
229,14,1604,497
229,15,1392,543
229,16,1366,636
229,17,1380,696
229,18,1568,560
229,19,1422,637
229,20,1405,705
229,21,1420,742
230,1,1778,782
230,2,1695,663
230,3,1574,580
230,4,1437,555
230,5,1338,552
230,6,1612,450
230,7,1434,372
230,8,1329,331
230,9,1245,294
230,10,1604,471
230,11,1408,385
230,12,1294,335
230,13,1204,294
230,14,1591,520
230,15,1391,578
230,16,1342,654
230,17,1329,710
230,18,1564,588
230,19,1430,654
230,20,1403,711
230,21,1400,750
231,1,1776,771
231,2,1709,648
231,3,1584,566
231,4,1445,554
231,5,1344,563
231,6,1610,448
231,7,1441,361
231,8,1353,314
231,9,1282,273
231,10,1591,473
231,11,1392,401
231,12,1277,352
231,13,1188,311
231,14,1573,526
231,15,1390,595
231,16,1382,678
231,17,1404,726
231,18,1547,598
231,19,1419,671
231,20,1416,732
231,21,1436,765
232,1,1777,769
232,2,1705,662
232,3,1597,575
232,4,1463,552
232,5,1374,553
232,6,1604,452
232,7,1445,352
232,8,1369,286
232,9,1311,229
232,10,1590,474
232,11,1385,421
232,12,1265,380
232,13,1174,346
232,14,1573,525
232,15,1405,608
232,16,1445,669
232,17,1496,683
232,18,1549,590
232,19,1437,678
232,20,1473,725
232,21,1518,733
233,1,1764,787
233,2,1632,729
233,3,1540,636
233,4,1459,565
233,5,1398,527
233,6,1577,457
233,7,1446,355
233,8,1376,281
233,9,1323,216
233,10,1587,466
233,11,1380,447
233,12,1256,429
233,13,1163,408
233,14,1585,510
233,15,1412,623
233,16,1460,690
233,17,1521,698
233,18,1570,570
233,19,1449,686
233,20,1487,744
233,21,1537,749
234,1,1765,799
234,2,1633,731
234,3,1541,640
234,4,1467,576
234,5,1409,547
234,6,1572,467
234,7,1430,363
234,8,1365,289
234,9,1314,217
234,10,1581,474
234,11,1364,479
234,12,1255,509
234,13,1179,514
234,14,1578,517
234,15,1416,635
234,16,1466,698
234,17,1532,703
234,18,1565,577
234,19,1453,685
234,20,1493,740
234,21,1546,744
235,1,1756,808
235,2,1609,733
235,3,1507,634
235,4,1432,547
235,5,1375,485
235,6,1577,459
235,7,1421,386
235,8,1337,332
235,9,1268,275
235,10,1593,473
235,11,1376,550
235,12,1344,639
235,13,1345,678
235,14,1592,518
235,15,1422,642
235,16,1474,713
235,17,1533,718
235,18,1582,580
235,19,1465,680
235,20,1506,736
235,21,1560,740
236,1,1760,822
236,2,1610,747
236,3,1510,656
236,4,1442,585
236,5,1393,540
236,6,1568,472
236,7,1383,442
236,8,1273,433
236,9,1193,428
236,10,1588,485
236,11,1379,586
236,12,1426,659
236,13,1492,666
236,14,1593,526
236,15,1414,646
236,16,1473,708
236,17,1535,703
236,18,1593,584
236,19,1463,681
236,20,1504,730
236,21,1555,727
237,1,1767,842
237,2,1583,768
237,3,1490,672
237,4,1431,583
237,5,1392,513
237,6,1570,470
237,7,1374,525
237,8,1388,621
237,9,1437,664
237,10,1598,476
237,11,1377,588
237,12,1426,683
237,13,1487,705
237,14,1614,512
237,15,1416,642
237,16,1476,724
237,17,1536,737
237,18,1620,569
237,19,1467,671
237,20,1504,729
237,21,1553,735
238,1,1740,829
238,2,1558,757
238,3,1463,665
238,4,1402,576
238,5,1351,499
238,6,1565,476
238,7,1379,540
238,8,1410,635
238,9,1472,674
238,10,1594,478
238,11,1389,594
238,12,1443,684
238,13,1509,704
238,14,1610,509
238,15,1421,629
238,16,1482,716
238,17,1548,736
238,18,1619,563
238,19,1469,649
238,20,1507,711
238,21,1559,724
239,1,1664,844
239,2,1539,775
239,3,1453,679
239,4,1394,587
239,5,1331,514
239,6,1523,485
239,7,1378,554
239,8,1416,641
239,9,1471,677
239,10,1584,471
239,11,1404,592
239,12,1462,681
239,13,1516,711
239,14,1627,494
239,15,1448,608
239,16,1512,700
239,17,1568,738
239,18,1666,547
239,19,1519,587
239,20,1474,624
239,21,1442,638
240,1,1728,829
240,2,1574,801
240,3,1458,716
240,4,1392,626
240,5,1324,554
240,6,1474,536
240,7,1369,569
240,8,1403,653
240,9,1446,688
240,10,1531,501
240,11,1408,576
240,12,1463,675
240,13,1516,705
240,14,1591,488
240,15,1460,566
240,16,1518,665
240,17,1577,701
240,18,1654,494
240,19,1522,542
240,20,1542,619
240,21,1585,657
241,1,1712,839
241,2,1576,825
241,3,1441,733
241,4,1367,634
241,5,1297,552
241,6,1426,617
241,7,1333,583
241,8,1371,672
241,9,1417,742
241,10,1488,581
241,11,1385,567
241,12,1441,687
241,13,1499,753
241,14,1565,549
241,15,1453,513
241,16,1489,641
241,17,1546,719
241,18,1653,523
241,19,1549,473
241,20,1534,552
241,21,1555,616
242,1,1722,850
242,2,1579,839
242,3,1436,757
242,4,1354,662
242,5,1281,578
242,6,1428,651
242,7,1337,597
242,8,1350,680
242,9,1379,760
242,10,1480,607
242,11,1385,567
242,12,1426,688
242,13,1477,772
242,14,1551,566
242,15,1445,486
242,16,1466,601
242,17,1511,689
242,18,1637,525
242,19,1556,433
242,20,1535,489
242,21,1542,551
243,1,1710,846
243,2,1577,848
243,3,1431,773
243,4,1343,690
243,5,1270,608
243,6,1411,652
243,7,1312,604
243,8,1340,698
243,9,1390,777
243,10,1458,600
243,11,1349,552
243,12,1382,674
243,13,1440,758
243,14,1524,556
243,15,1414,458
243,16,1416,559
243,17,1452,641
243,18,1606,517
243,19,1550,406
243,20,1503,433
243,21,1479,479
244,1,1707,848
244,2,1576,860
244,3,1425,778
244,4,1334,701
244,5,1272,629
244,6,1409,644
244,7,1310,564
244,8,1284,624
244,9,1301,698
244,10,1453,590
244,11,1341,529
244,12,1326,627
244,13,1363,714
244,14,1514,545
244,15,1414,436
244,16,1372,502
244,17,1382,573
244,18,1589,506
244,19,1540,397
244,20,1487,418
244,21,1468,470
245,1,1712,845
245,2,1580,867
245,3,1423,804
245,4,1322,738
245,5,1265,659
245,6,1360,676
245,7,1241,619
245,8,1187,640
245,9,1178,690
245,10,1411,610
245,11,1301,538
245,12,1273,597
245,13,1303,682
245,14,1485,553
245,15,1390,439
245,16,1344,473
245,17,1354,546
245,18,1577,508
245,19,1538,389
245,20,1486,398
245,21,1469,462
246,1,1727,845
246,2,1598,865
246,3,1436,810
246,4,1330,751
246,5,1286,662
246,6,1376,668
246,7,1271,607
246,8,1232,623
246,9,1252,671
246,10,1416,603
246,11,1302,521
246,12,1258,554
246,13,1294,632
246,14,1483,550
246,15,1389,439
246,16,1335,452
246,17,1341,518
246,18,1570,507
246,19,1543,389
246,20,1489,386
246,21,1462,443
247,1,1732,845
247,2,1603,866
247,3,1445,811
247,4,1348,746
247,5,1306,655
247,6,1379,644
247,7,1268,564
247,8,1221,599
247,9,1236,655
247,10,1420,589
247,11,1295,490
247,12,1243,537
247,13,1272,614
247,14,1486,545
247,15,1381,424
247,16,1319,457
247,17,1325,526
247,18,1574,514
247,19,1532,387
247,20,1470,388
247,21,1445,445
248,1,1743,848
248,2,1614,867
248,3,1456,814
248,4,1362,746
248,5,1310,659
248,6,1381,637
248,7,1264,549
248,8,1214,599
248,9,1226,666
248,10,1417,584
248,11,1287,480
248,12,1228,536
248,13,1249,621
248,14,1482,545
248,15,1369,422
248,16,1300,458
248,17,1294,531
248,18,1571,516
248,19,1525,388
248,20,1461,394
248,21,1431,456
249,1,1771,851
249,2,1640,868
249,3,1481,813
249,4,1384,746
249,5,1353,661
249,6,1405,630
249,7,1291,557
249,8,1248,609
249,9,1256,670
249,10,1435,578
249,11,1308,480
249,12,1253,522
249,13,1269,594
249,14,1494,541
249,15,1383,424
249,16,1313,448
249,17,1300,509
249,18,1575,514
249,19,1528,391
249,20,1462,390
249,21,1423,438
250,1,1792,856
250,2,1658,865
250,3,1502,806
250,4,1413,734
250,5,1391,643
250,6,1436,639
250,7,1320,587
250,8,1274,648
250,9,1278,716
250,10,1460,586
250,11,1338,517
250,12,1276,573
250,13,1269,653
250,14,1513,542
250,15,1406,427
250,16,1336,458
250,17,1315,522
250,18,1587,507
250,19,1530,393
250,20,1459,391
250,21,1410,428
251,1,1803,826
251,2,1677,853
251,3,1519,804
251,4,1433,735
251,5,1426,648
251,6,1442,634
251,7,1331,581
251,8,1296,649
251,9,1307,717
251,10,1465,575
251,11,1346,493
251,12,1289,558
251,13,1291,639
251,14,1514,533
251,15,1406,431
251,16,1336,472
251,17,1314,536
251,18,1582,504
251,19,1509,404
251,20,1435,399
251,21,1382,426
252,1,1806,827
252,2,1680,846
252,3,1527,794
252,4,1445,729
252,5,1426,653
252,6,1461,636
252,7,1341,575
252,8,1306,655
252,9,1319,736
252,10,1485,590
252,11,1344,513
252,12,1292,608
252,13,1296,702
252,14,1529,554
252,15,1399,470
252,16,1333,556
252,17,1316,644
252,18,1587,526
252,19,1486,445
252,20,1412,469
252,21,1370,517
253,1,1839,833
253,2,1667,841
253,3,1527,801
253,4,1430,751
253,5,1351,707
253,6,1482,683
253,7,1345,624
253,8,1323,702
253,9,1344,780
253,10,1503,644
253,11,1359,632
253,12,1382,731
253,13,1441,811
253,14,1538,599
253,15,1377,585
253,16,1350,694
253,17,1368,792
253,18,1592,543
253,19,1458,527
253,20,1403,595
253,21,1385,668
254,1,1822,819
254,2,1634,825
254,3,1515,784
254,4,1418,737
254,5,1343,692
254,6,1479,672
254,7,1349,635
254,8,1315,706
254,9,1317,784
254,10,1497,635
254,11,1349,626
254,12,1329,715
254,13,1347,796
254,14,1531,588
254,15,1370,601
254,16,1374,714
254,17,1418,806
254,18,1584,535
254,19,1447,580
254,20,1422,680
254,21,1437,769
255,1,1815,820
255,2,1646,828
255,3,1525,788
255,4,1432,749
255,5,1357,710
255,6,1489,672
255,7,1356,643
255,8,1335,722
255,9,1354,797
255,10,1504,634
255,11,1353,628
255,12,1340,720
255,13,1367,797
255,14,1539,587
255,15,1373,594
255,16,1363,706
255,17,1397,793
255,18,1592,537
255,19,1458,582
255,20,1435,678
255,21,1453,757
256,1,1815,821
256,2,1647,824
256,3,1535,782
256,4,1449,741
256,5,1383,693
256,6,1506,651
256,7,1382,619
256,8,1378,708
256,9,1415,790
256,10,1522,616
256,11,1378,621
256,12,1384,718
256,13,1427,791
256,14,1553,573
256,15,1399,601
256,16,1414,714
256,17,1467,794
256,18,1601,530
256,19,1471,593
256,20,1461,699
256,21,1489,781
257,1,1800,817
257,2,1648,821
257,3,1537,771
257,4,1452,718
257,5,1390,660
257,6,1499,619
257,7,1382,618
257,8,1391,712
257,9,1438,788
257,10,1521,582
257,11,1373,614
257,12,1398,721
257,13,1456,793
257,14,1557,546
257,15,1400,605
257,16,1445,716
257,17,1519,782
257,18,1606,522
257,19,1481,605
257,20,1494,701
257,21,1537,765
258,1,1802,814
258,2,1666,818
258,3,1559,765
258,4,1480,705
258,5,1421,645
258,6,1514,594
258,7,1395,602
258,8,1415,697
258,9,1474,758
258,10,1536,557
258,11,1385,601
258,12,1429,711
258,13,1497,763
258,14,1570,528
258,15,1421,603
258,16,1488,705
258,17,1572,742
258,18,1614,513
258,19,1490,602
258,20,1524,690
258,21,1585,727
259,1,1792,812
259,2,1661,819
259,3,1555,763
259,4,1482,696
259,5,1425,635
259,6,1515,574
259,7,1394,591
259,8,1425,682
259,9,1486,728
259,10,1543,537
259,11,1386,587
259,12,1444,696
259,13,1518,728
259,14,1579,511
259,15,1420,586
259,16,1497,692
259,17,1581,714
259,18,1623,505
259,19,1492,590
259,20,1535,677
259,21,1601,700
260,1,1782,800
260,2,1660,814
260,3,1556,743
260,4,1497,660
260,5,1458,593
260,6,1524,544
260,7,1396,535
260,8,1409,625
260,9,1463,675
260,10,1553,509
260,11,1392,538
260,12,1423,641
260,13,1487,678
260,14,1588,493
260,15,1440,571
260,16,1501,665
260,17,1575,682
260,18,1626,500
260,19,1507,587
260,20,1548,666
260,21,1608,684
261,1,1774,792
261,2,1654,791
261,3,1542,704
261,4,1481,622
261,5,1440,556
261,6,1536,512
261,7,1405,479
261,8,1432,572
261,9,1491,609
261,10,1565,488
261,11,1402,501
261,12,1441,597
261,13,1507,614
261,14,1598,483
261,15,1440,541
261,16,1497,634
261,17,1564,640
261,18,1631,499
261,19,1503,578
261,20,1548,648
261,21,1610,649
262,1,1774,792
262,2,1654,791
262,3,1542,704
262,4,1481,622
262,5,1440,556
262,6,1536,512
262,7,1405,479
262,8,1432,572
262,9,1491,609
262,10,1565,488
262,11,1402,501
262,12,1441,597
262,13,1507,614
262,14,1598,483
262,15,1440,541
262,16,1497,634
262,17,1564,640
262,18,1631,499
262,19,1503,578
262,20,1548,648
262,21,1610,649
263,1,1778,801
263,2,1642,781
263,3,1538,682
263,4,1478,606
263,5,1438,537
263,6,1555,524
263,7,1466,449
263,8,1451,514
263,9,1487,558
263,10,1572,492
263,11,1444,396
263,12,1423,469
263,13,1460,519
263,14,1603,483
263,15,1439,456
263,16,1454,553
263,17,1515,590
263,18,1634,498
263,19,1499,546
263,20,1514,616
263,21,1569,632
264,1,1783,807
264,2,1631,782
264,3,1514,678
264,4,1439,618
264,5,1376,562
264,6,1555,506
264,7,1462,396
264,8,1435,467
264,9,1465,523
264,10,1578,481
264,11,1451,369
264,12,1419,462
264,13,1458,520
264,14,1611,478
264,15,1453,430
264,16,1454,537
264,17,1510,577
264,18,1647,503
264,19,1509,527
264,20,1513,600
264,21,1568,615
265,1,1783,807
265,2,1631,782
265,3,1514,678
265,4,1439,618
265,5,1376,562
265,6,1555,506
265,7,1462,396
265,8,1435,467
265,9,1465,523
265,10,1578,481
265,11,1451,369
265,12,1419,462
265,13,1458,520
265,14,1611,478
265,15,1453,430
265,16,1454,537
265,17,1510,577
265,18,1647,503
265,19,1509,527
265,20,1513,600
265,21,1568,615
266,1,1792,806
266,2,1646,795
266,3,1527,708
266,4,1449,644
266,5,1378,588
266,6,1534,544
266,7,1444,432
266,8,1386,481
266,9,1384,547
266,10,1573,509
266,11,1481,354
266,12,1404,405
266,13,1384,473
266,14,1619,496
266,15,1515,337
266,16,1442,409
266,17,1433,488
266,18,1662,505
266,19,1543,443
266,20,1482,499
266,21,1477,553
267,1,1798,809
267,2,1665,805
267,3,1536,725
267,4,1453,664
267,5,1381,615
267,6,1528,552
267,7,1435,460
267,8,1376,484
267,9,1366,531
267,10,1573,511
267,11,1498,360
267,12,1426,377
267,13,1401,433
267,14,1627,497
267,15,1538,339
267,16,1456,368
267,17,1424,425
267,18,1684,507
267,19,1580,435
267,20,1513,457
267,21,1488,495
268,1,1807,795
268,2,1671,804
268,3,1527,726
268,4,1434,670
268,5,1359,625
268,6,1528,537
268,7,1440,440
268,8,1375,471
268,9,1359,519
268,10,1571,499
268,11,1496,338
268,12,1420,374
268,13,1396,435
268,14,1622,486
268,15,1538,327
268,16,1451,372
268,17,1421,433
268,18,1670,497
268,19,1570,411
268,20,1485,439
268,21,1446,480
269,1,1812,801
269,2,1672,806
269,3,1528,727
269,4,1434,674
269,5,1353,633
269,6,1519,540
269,7,1410,464
269,8,1347,505
269,9,1329,566
269,10,1559,497
269,11,1477,342
269,12,1393,369
269,13,1354,439
269,14,1609,485
269,15,1528,332
269,16,1431,346
269,17,1374,398
269,18,1660,500
269,19,1573,410
269,20,1483,396
269,21,1413,407
270,1,1818,801
270,2,1667,805
270,3,1525,728
270,4,1431,677
270,5,1348,631
270,6,1516,538
270,7,1413,461
270,8,1353,513
270,9,1341,582
270,10,1555,497
270,11,1469,333
270,12,1376,345
270,13,1321,399
270,14,1603,488
270,15,1520,326
270,16,1419,322
270,17,1352,356
270,18,1645,511
270,19,1550,419
270,20,1461,385
270,21,1385,369
271,1,1820,798
271,2,1668,805
271,3,1528,728
271,4,1433,679
271,5,1351,629
271,6,1530,525
271,7,1456,406
271,8,1386,415
271,9,1346,454
271,10,1563,496
271,11,1481,314
271,12,1379,307
271,13,1304,340
271,14,1602,496
271,15,1513,333
271,16,1406,320
271,17,1323,340
271,18,1635,523
271,19,1540,434
271,20,1452,400
271,21,1372,379
272,1,1832,794
272,2,1673,800
272,3,1534,722
272,4,1439,677
272,5,1355,630
272,6,1556,505
272,7,1513,357
272,8,1447,303
272,9,1386,278
272,10,1578,488
272,11,1500,329
272,12,1402,289
272,13,1316,278
272,14,1601,498
272,15,1498,361
272,16,1392,335
272,17,1299,334
272,18,1620,531
272,19,1525,461
272,20,1440,434
272,21,1360,413
273,1,1825,789
273,2,1672,796
273,3,1538,712
273,4,1449,664
273,5,1367,626
273,6,1566,494
273,7,1515,349
273,8,1448,283
273,9,1385,240
273,10,1587,477
273,11,1507,324
273,12,1406,280
273,13,1316,258
273,14,1609,490
273,15,1494,358
273,16,1378,339
273,17,1278,338
273,18,1624,527
273,19,1521,465
273,20,1434,446
273,21,1356,430
274,1,1830,784
274,2,1680,796
274,3,1545,712
274,4,1458,661
274,5,1377,614
274,6,1576,499
274,7,1517,366
274,8,1453,300
274,9,1393,255
274,10,1598,480
274,11,1545,310
274,12,1462,245
274,13,1386,204
274,14,1619,490
274,15,1504,372
274,16,1387,360
274,17,1291,362
274,18,1635,528
274,19,1518,477
274,20,1427,469
274,21,1350,461
275,1,1829,785
275,2,1682,793
275,3,1554,703
275,4,1466,647
275,5,1378,601
275,6,1577,501
275,7,1505,383
275,8,1441,313
275,9,1385,259
275,10,1600,475
275,11,1539,318
275,12,1468,239
275,13,1399,182
275,14,1628,485
275,15,1488,376
275,16,1364,368
275,17,1264,373
275,18,1651,526
275,19,1516,492
275,20,1421,495
275,21,1342,497
276,1,1831,778
276,2,1673,784
276,3,1556,697
276,4,1474,639
276,5,1387,593
276,6,1579,491
276,7,1498,374
276,8,1435,307
276,9,1375,251
276,10,1608,465
276,11,1542,310
276,12,1459,238
276,13,1380,189
276,14,1638,480
276,15,1479,413
276,16,1345,433
276,17,1241,458
276,18,1659,532
276,19,1512,515
276,20,1420,544
276,21,1346,570
277,1,1832,769
277,2,1661,766
277,3,1545,679
277,4,1460,618
277,5,1375,584
277,6,1582,484
277,7,1493,370
277,8,1419,314
277,9,1350,272
277,10,1613,459
277,11,1520,307
277,12,1422,243
277,13,1330,207
277,14,1642,475
277,15,1463,432
277,16,1339,462
277,17,1244,494
277,18,1656,528
277,19,1495,543
277,20,1401,584
277,21,1328,620
278,1,1836,763
278,2,1661,754
278,3,1562,661
278,4,1493,587
278,5,1441,527
278,6,1580,480
278,7,1516,364
278,8,1454,313
278,9,1396,278
278,10,1610,456
278,11,1514,314
278,12,1408,262
278,13,1319,242
278,14,1638,472
278,15,1452,451
278,16,1336,513
278,17,1257,572
278,18,1650,523
278,19,1489,563
278,20,1418,622
278,21,1376,669
279,1,1851,756
279,2,1688,750
279,3,1584,659
279,4,1518,587
279,5,1478,525
279,6,1603,484
279,7,1541,375
279,8,1473,347
279,9,1419,341
279,10,1629,455
279,11,1506,325
279,12,1380,308
279,13,1292,325
279,14,1652,469
279,15,1455,480
279,16,1382,574
279,17,1357,640
279,18,1664,520
279,19,1513,586
279,20,1494,657
279,21,1511,697
280,1,1865,758
280,2,1707,754
280,3,1585,700
280,4,1501,675
280,5,1456,634
280,6,1619,483
280,7,1567,366
280,8,1494,342
280,9,1447,359
280,10,1642,457
280,11,1500,344
280,12,1388,354
280,13,1330,400
280,14,1661,472
280,15,1465,496
280,16,1430,592
280,17,1444,658
280,18,1669,521
280,19,1518,605
280,20,1513,674
280,21,1543,708
281,1,1870,753
281,2,1711,753
281,3,1586,673
281,4,1502,618
281,5,1448,567
281,6,1617,470
281,7,1563,340
281,8,1478,328
281,9,1437,363
281,10,1646,446
281,11,1514,334
281,12,1410,361
281,13,1375,415
281,14,1664,466
281,15,1480,506
281,16,1486,606
281,17,1535,647
281,18,1675,516
281,19,1535,615
281,20,1561,681
281,21,1617,689
282,1,1864,749
282,2,1696,737
282,3,1579,644
282,4,1501,578
282,5,1433,534
282,6,1627,454
282,7,1563,328
282,8,1483,297
282,9,1423,295
282,10,1657,434
282,11,1534,325
282,12,1434,345
282,13,1387,387
282,14,1672,455
282,15,1491,484
282,16,1495,579
282,17,1541,622
282,18,1675,505
282,19,1534,586
282,20,1554,652
282,21,1608,664
283,1,1848,749
283,2,1692,742
283,3,1568,648
283,4,1480,584
283,5,1401,538
283,6,1599,464
283,7,1537,351
283,8,1469,306
283,9,1420,277
283,10,1646,438
283,11,1540,310
283,12,1457,337
283,13,1425,386
283,14,1677,451
283,15,1511,442
283,16,1507,534
283,17,1544,580
283,18,1693,495
283,19,1551,551
283,20,1562,613
283,21,1610,627
284,1,1837,745
284,2,1685,736
284,3,1562,644
284,4,1475,584
284,5,1397,538
284,6,1589,458
284,7,1523,345
284,8,1460,295
284,9,1420,247
284,10,1640,432
284,11,1533,299
284,12,1474,357
284,13,1472,425
284,14,1677,445
284,15,1525,423
284,16,1524,516
284,17,1568,557
284,18,1696,491
284,19,1552,542
284,20,1563,604
284,21,1615,616
285,1,1839,746
285,2,1688,742
285,3,1564,645
285,4,1471,581
285,5,1392,541
285,6,1586,466
285,7,1507,352
285,8,1444,297
285,9,1404,247
285,10,1642,438
285,11,1553,287
285,12,1488,330
285,13,1480,394
285,14,1680,452
285,15,1531,405
285,16,1522,498
285,17,1561,543
285,18,1701,496
285,19,1550,537
285,20,1561,603
285,21,1615,622
286,1,1835,749
286,2,1683,744
286,3,1562,646
286,4,1472,580
286,5,1398,537
286,6,1582,468
286,7,1503,355
286,8,1434,298
286,9,1391,249
286,10,1639,437
286,11,1563,281
286,12,1492,318
286,13,1484,385
286,14,1674,452
286,15,1525,411
286,16,1523,512
286,17,1567,558
286,18,1695,496
286,19,1540,549
286,20,1557,616
286,21,1614,631
287,1,1846,749
287,2,1678,740
287,3,1559,642
287,4,1470,574
287,5,1393,534
287,6,1602,463
287,7,1507,355
287,8,1425,305
287,9,1374,269
287,10,1661,436
287,11,1576,275
287,12,1493,296
287,13,1473,351
287,14,1692,457
287,15,1529,404
287,16,1519,499
287,17,1567,553
287,18,1700,506
287,19,1527,548
287,20,1524,616
287,21,1573,643
288,1,1846,749
288,2,1678,740
288,3,1559,642
288,4,1470,574
288,5,1393,534
288,6,1602,463
288,7,1507,355
288,8,1425,305
